league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
GER-Bundesliga,2024-25,Eint Frankfurt,Tuta,BRA,"DF,MF",25,1999,25.3,44,27,25,17,2,28,40,70.0,12,42,21,21,40,84,135,1
GER-Bundesliga,2024-25,Freiburg,Christian Günter,GER,DF,31,1993,25.7,23,21,12,8,3,16,29,55.2,13,24,10,14,8,31,50,1
GER-Bundesliga,2024-25,Freiburg,Eren Dinkçi,GER,"MF,FW",22,2001,13.3,21,13,8,8,5,7,23,30.4,16,22,2,20,7,28,7,0
GER-Bundesliga,2024-25,Freiburg,Florent Muslija,KVX,"FW,MF",26,1998,1.9,5,4,3,1,1,2,2,100.0,0,0,0,0,1,6,1,0
GER-Bundesliga,2024-25,Freiburg,Florian Müller,GER,GK,26,1997,8.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
GER-Bundesliga,2024-25,Freiburg,Ifechukwu Ogbus,SUI,DF,18,2005,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,1,2,2,0
GER-Bundesliga,2024-25,Freiburg,Jan-Niklas Beste,GER,"FW,MF",25,1999,2.4,2,1,0,1,1,1,7,14.3,6,3,0,3,1,3,7,0
GER-Bundesliga,2024-25,Freiburg,Johan Manzambi,SUI,"FW,MF",18,2005,3.7,8,2,1,3,4,1,4,25.0,3,6,0,6,4,12,7,0
GER-Bundesliga,2024-25,Freiburg,Jordy Makengo,FRA,DF,22,2001,8.3,16,9,10,5,1,10,16,62.5,6,8,3,5,7,23,29,0
GER-Bundesliga,2024-25,Freiburg,Junior Adamu,AUT,FW,23,2001,17.2,9,3,3,3,3,3,11,27.3,8,14,0,14,12,21,20,0
GER-Bundesliga,2024-25,Freiburg,Kiliann Sildillia,FRA,DF,22,2002,8.9,17,10,8,6,3,7,13,53.8,6,16,5,11,11,28,38,0
GER-Bundesliga,2024-25,Freiburg,Lucas Höler,GER,"FW,MF",30,1994,20.7,37,24,18,15,4,9,24,37.5,15,29,7,22,7,44,36,0
GER-Bundesliga,2024-25,Freiburg,Lukas Kübler,GER,DF,31,1992,20.5,40,21,17,20,3,27,48,56.3,21,32,13,19,53,93,61,3
GER-Bundesliga,2024-25,Freiburg,Matthias Ginter,GER,DF,30,1994,28.5,30,17,15,11,4,15,28,53.6,13,35,23,12,19,49,146,5
GER-Bundesliga,2024-25,Freiburg,Max Rosenfelder,GER,DF,21,2003,13.9,27,17,17,10,0,14,19,73.7,5,17,9,8,7,34,65,0
GER-Bundesliga,2024-25,Freiburg,Maximilian Eggestein,GER,MF,27,1996,31.6,57,32,21,26,10,24,43,55.8,19,37,10,27,39,96,54,1
GER-Bundesliga,2024-25,Freiburg,Maximilian Philipp,GER,"MF,FW",30,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Freiburg,Merlin Röhl,GER,"MF,FW",22,2002,10.7,16,10,4,10,2,9,11,81.8,2,9,1,8,6,22,2,0
GER-Bundesliga,2024-25,Freiburg,Michael Gregoritsch,AUT,FW,30,1994,7.1,4,2,1,0,3,1,5,20.0,4,2,1,1,1,5,10,0
GER-Bundesliga,2024-25,Freiburg,Nicolas Höfler,GER,MF,34,1990,8.8,33,23,13,18,2,20,31,64.5,11,7,1,6,14,47,28,1
GER-Bundesliga,2024-25,Freiburg,Noah Atubolu,GER,GK,22,2002,25.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4
GER-Bundesliga,2024-25,Freiburg,Noah Weißhaupt,GER,FW,22,2001,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
GER-Bundesliga,2024-25,Freiburg,Patrick Osterhage,GER,MF,24,2000,25.2,45,29,16,27,2,14,30,46.7,16,27,3,24,18,63,37,0
GER-Bundesliga,2024-25,Freiburg,Philipp Lienhart,AUT,DF,28,1996,30.8,22,13,12,10,0,15,31,48.4,16,31,20,11,36,58,124,3
GER-Bundesliga,2024-25,Freiburg,Ritsu Doan,JPN,"FW,MF",26,1998,31.8,66,42,33,26,7,25,46,54.3,21,57,2,55,14,80,47,1
GER-Bundesliga,2024-25,Freiburg,Roland Sallai,HUN,"FW,MF",27,1997,0.5,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0
GER-Bundesliga,2024-25,Freiburg,Vincenzo Grifo,ITA,"FW,MF",31,1993,27.0,30,22,12,13,5,15,34,44.1,19,24,2,22,9,39,23,2
GER-Bundesliga,2024-25,Gladbach,Alassane Pléa,FRA,"MF,FW",31,1993,21.1,7,3,0,2,5,4,13,30.8,9,11,0,11,2,9,7,1
GER-Bundesliga,2024-25,Gladbach,Fabio Chiarodia,ITA,DF,19,2005,4.2,10,4,6,4,0,4,6,66.7,2,8,3,5,9,19,53,1
GER-Bundesliga,2024-25,Gladbach,Florian Neuhaus,GER,MF,27,1997,4.2,10,3,7,3,0,7,17,41.2,10,9,2,7,6,16,5,1
GER-Bundesliga,2024-25,Gladbach,Franck Honorat,FRA,FW,27,1996,16.0,17,7,10,4,3,2,8,25.0,6,9,1,8,5,22,28,1
GER-Bundesliga,2024-25,Gladbach,Grant Ranos,ARM,FW,21,2003,0.2,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
GER-Bundesliga,2024-25,Gladbach,Joe Scally,USA,DF,21,2002,28.6,45,32,25,18,2,27,46,58.7,19,35,11,24,16,61,86,2
GER-Bundesliga,2024-25,Gladbach,Jonas Omlin,SUI,GK,30,1994,10.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1
GER-Bundesliga,2024-25,Gladbach,Julian Weigl,GER,MF,28,1995,32.0,53,25,24,24,5,28,46,60.9,18,54,27,27,48,101,86,3
GER-Bundesliga,2024-25,Gladbach,Kevin Stöger,AUT,MF,30,1993,17.2,37,21,23,10,4,16,39,41.0,23,24,3,21,16,53,26,3
GER-Bundesliga,2024-25,Gladbach,Ko Itakura,JPN,DF,27,1997,31.0,40,29,23,16,1,21,34,61.8,13,41,22,19,28,68,171,0
GER-Bundesliga,2024-25,Gladbach,Luca Netz,GER,DF,21,2003,10.8,24,14,14,8,2,13,19,68.4,6,17,4,13,10,34,36,0
GER-Bundesliga,2024-25,Gladbach,Lukas Ullrich,GER,DF,20,2004,21.1,25,16,18,6,1,15,42,35.7,27,26,9,17,23,48,74,1
GER-Bundesliga,2024-25,Gladbach,Marvin Friedrich,GER,DF,28,1995,11.0,15,9,12,3,0,9,16,56.3,7,16,12,4,5,20,57,0
GER-Bundesliga,2024-25,Gladbach,Moritz Nicolas,GER,GK,26,1997,18.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,8,1
GER-Bundesliga,2024-25,Gladbach,Nathan N'Goumou,CMR,FW,24,2000,9.2,17,11,11,4,2,6,11,54.5,5,8,2,6,4,21,16,0
GER-Bundesliga,2024-25,Gladbach,Nico Elvedi,SUI,DF,27,1996,23.7,38,23,28,6,4,17,23,73.9,6,35,27,8,30,68,163,0
GER-Bundesliga,2024-25,Gladbach,Noah Pesch,CRO,FW,19,2005,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2024-25,Gladbach,Philipp Sander,GER,MF,26,1998,15.6,33,17,16,15,2,10,23,43.5,13,16,7,9,23,56,44,3
GER-Bundesliga,2024-25,Gladbach,Robin Hack,GER,"FW,MF",25,1998,24.1,22,17,11,8,3,12,28,42.9,16,30,2,28,9,31,28,0
GER-Bundesliga,2024-25,Gladbach,Rocco Reitz,GER,MF,22,2002,20.3,52,24,24,24,4,24,43,55.8,19,39,16,23,53,105,59,2
GER-Bundesliga,2024-25,Gladbach,Shiō Fukuda,JPN,FW,20,2004,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
GER-Bundesliga,2024-25,Gladbach,Stefan Lainer,AUT,DF,31,1992,8.4,22,13,16,5,1,12,14,85.7,2,12,6,6,12,34,30,0
GER-Bundesliga,2024-25,Gladbach,Tiago Cardoso,LUX,GK,18,2006,4.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,2
GER-Bundesliga,2024-25,Gladbach,Tim Kleindienst,GER,FW,28,1995,30.4,30,15,6,15,9,10,35,28.6,25,45,9,36,12,42,66,1
GER-Bundesliga,2024-25,Gladbach,Tobias Sippel,GER,GK,36,1988,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Gladbach,Tomáš Čvančara,CZE,FW,23,2000,9.2,4,1,3,1,0,2,7,28.6,5,6,3,3,5,9,17,0
GER-Bundesliga,2024-25,Heidenheim,Adrian Beck,GER,"MF,FW",27,1997,17.8,36,17,18,12,6,12,35,34.3,23,31,2,29,9,45,17,0
GER-Bundesliga,2024-25,Heidenheim,Benedikt Gimber,GER,DF,27,1997,29.7,72,46,48,23,1,38,63,60.3,25,53,19,34,31,103,131,1
GER-Bundesliga,2024-25,Heidenheim,Budu Zivzivadze,GEO,FW,30,1994,10.6,17,11,1,9,7,4,8,50.0,4,9,0,9,3,20,7,0
GER-Bundesliga,2024-25,Heidenheim,Denis Thomalla,GER,MF,31,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Frank Feller,GER,GK,20,2004,1.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
GER-Bundesliga,2024-25,Heidenheim,Frans Krätzig,GER,"DF,MF",21,2003,13.5,32,18,14,12,6,12,21,57.1,9,12,1,11,17,49,15,0
GER-Bundesliga,2024-25,Heidenheim,Jan Schöppner,GER,MF,25,1999,29.8,56,30,19,27,10,20,58,34.5,38,38,6,32,43,99,95,1
GER-Bundesliga,2024-25,Heidenheim,Jonas Föhrenbach,GER,DF,28,1996,20.4,45,24,25,15,5,22,35,62.9,13,29,3,26,16,61,57,0
GER-Bundesliga,2024-25,Heidenheim,Julian Niehues,GER,MF,23,2001,1.7,3,1,3,0,0,1,5,20.0,4,1,0,1,0,3,8,0
GER-Bundesliga,2024-25,Heidenheim,Kevin Müller,GER,GK,33,1991,32.7,3,2,3,0,0,3,3,100.0,0,0,0,0,0,3,13,4
GER-Bundesliga,2024-25,Heidenheim,Lennard Maloney,USA,MF,24,1999,8.4,20,11,12,7,1,14,23,60.9,9,9,2,7,14,34,38,0
GER-Bundesliga,2024-25,Heidenheim,Luca Kerber,GER,"MF,DF",22,2002,8.7,26,16,17,8,1,16,31,51.6,15,14,4,10,5,31,25,1
GER-Bundesliga,2024-25,Heidenheim,Léo Scienza,BRA,"FW,MF",25,1998,12.8,17,12,10,5,2,7,18,38.9,11,13,1,12,5,22,9,1
GER-Bundesliga,2024-25,Heidenheim,Marnon Busch,GER,"DF,MF",29,1994,15.5,26,17,19,7,0,23,32,71.9,9,23,10,13,13,39,65,5
GER-Bundesliga,2024-25,Heidenheim,Marvin Pieringer,GER,"FW,MF",24,1999,24.5,23,13,5,12,6,5,10,50.0,5,21,2,19,8,31,32,0
GER-Bundesliga,2024-25,Heidenheim,Mathias Honsak,AUT,"FW,DF",27,1996,13.1,15,8,10,5,0,10,23,43.5,13,19,4,15,10,25,31,0
GER-Bundesliga,2024-25,Heidenheim,Maximilian Breunig,GER,"FW,MF",23,2000,3.9,4,3,1,2,1,3,6,50.0,3,9,2,7,1,5,3,0
GER-Bundesliga,2024-25,Heidenheim,Mikkel Kaufmann,DEN,FW,23,2001,4.1,6,4,1,3,2,2,5,40.0,3,5,2,3,2,8,7,0
GER-Bundesliga,2024-25,Heidenheim,Niklas Dorsch,GER,MF,26,1998,14.8,27,16,12,15,0,13,22,59.1,9,14,1,13,17,44,17,2
GER-Bundesliga,2024-25,Heidenheim,Norman Theuerkauf,GER,MF,37,1987,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Heidenheim,Omar Traoré,GER,DF,26,1998,29.1,50,26,31,16,3,25,41,61.0,16,35,6,29,21,71,66,0
GER-Bundesliga,2024-25,Heidenheim,Patrick Mainka,GER,DF,29,1994,34.0,58,30,36,20,2,35,55,63.6,20,61,36,25,68,126,206,0
GER-Bundesliga,2024-25,Heidenheim,Paul Wanner,GER,"MF,FW",18,2005,19.7,40,27,16,21,3,15,32,46.9,17,15,0,15,4,44,20,0
GER-Bundesliga,2024-25,Heidenheim,Sirlord Conteh,GER,"FW,MF",28,1996,9.9,9,5,3,6,0,2,7,28.6,5,1,1,0,1,10,8,0
GER-Bundesliga,2024-25,Heidenheim,Stefan Schimmer,GER,"FW,MF",30,1994,2.7,2,0,1,1,0,1,2,50.0,1,1,0,1,0,2,4,0
GER-Bundesliga,2024-25,Heidenheim,Thomas Keller,GER,"DF,MF",24,1999,1.6,6,5,5,1,0,4,6,66.7,2,3,1,2,4,10,11,0
GER-Bundesliga,2024-25,Heidenheim,Tim Siersleben,GER,DF,24,2000,13.1,21,14,12,8,1,7,17,41.2,10,19,6,13,20,41,66,0
GER-Bundesliga,2024-25,Hoffenheim,Adam Hložek,CZE,"FW,MF",22,2002,20.8,22,10,7,8,7,11,20,55.0,9,13,1,12,4,26,20,0
GER-Bundesliga,2024-25,Hoffenheim,Alexander Prass,AUT,DF,23,2001,17.4,42,23,24,15,3,24,59,40.7,35,33,6,27,9,51,53,4
GER-Bundesliga,2024-25,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33,1991,30.7,15,8,5,8,2,6,11,54.5,5,16,3,13,7,22,11,1
GER-Bundesliga,2024-25,Hoffenheim,Anton Stach,GER,"MF,DF",25,1998,28.7,66,46,25,37,4,32,47,68.1,15,47,13,34,46,112,101,2
GER-Bundesliga,2024-25,Hoffenheim,Arthur Chaves,BRA,DF,23,2001,24.3,51,36,28,19,4,25,50,50.0,25,47,20,27,37,88,136,3
GER-Bundesliga,2024-25,Hoffenheim,Bazoumana Touré,CIV,"FW,MF",18,2006,6.8,12,10,2,7,3,2,8,25.0,6,4,0,4,3,15,2,0
GER-Bundesliga,2024-25,Hoffenheim,David Jurásek,CZE,DF,23,2000,6.9,6,3,3,2,1,2,5,40.0,3,5,0,5,6,12,17,0
GER-Bundesliga,2024-25,Hoffenheim,David Mokwa,FRA,"DF,FW",20,2004,0.2,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2024-25,Hoffenheim,Dennis Geiger,GER,"MF,FW",26,1998,8.2,24,11,9,13,2,12,19,63.2,7,15,2,13,7,31,6,1
GER-Bundesliga,2024-25,Hoffenheim,Diadie Samassékou,MLI,MF,28,1996,3.2,5,5,1,2,2,2,4,50.0,2,4,2,2,5,10,5,0
GER-Bundesliga,2024-25,Hoffenheim,Erencan Yardimci,TUR,"FW,MF",22,2002,3.5,4,3,1,3,0,1,2,50.0,1,2,0,2,1,5,2,0
GER-Bundesliga,2024-25,Hoffenheim,Finn Ole Becker,GER,MF,24,2000,7.4,11,5,4,6,1,1,4,25.0,3,7,3,4,10,21,20,0
GER-Bundesliga,2024-25,Hoffenheim,Florian Grillitsch,AUT,MF,28,1995,6.7,15,9,5,9,1,8,14,57.1,6,6,2,4,8,23,18,0
GER-Bundesliga,2024-25,Hoffenheim,Florian Micheler,AUT,MF,19,2005,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Gift Orban,NGA,FW,22,2002,7.6,3,1,2,1,0,1,6,16.7,5,7,0,7,0,3,3,0
GER-Bundesliga,2024-25,Hoffenheim,Grischa Prömel,GER,MF,29,1995,1.9,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0
GER-Bundesliga,2024-25,Hoffenheim,Hannes Behrens,GER,DF,,,0.3,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0
GER-Bundesliga,2024-25,Hoffenheim,Haris Tabakovic,BIH,FW,30,1994,9.1,3,1,1,0,2,0,3,0.0,3,4,2,2,1,4,16,0
GER-Bundesliga,2024-25,Hoffenheim,Ihlas Bebou,TOG,MF,30,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Jacob Bruun Larsen,DEN,"FW,MF",25,1998,4.4,4,3,1,2,1,3,8,37.5,5,5,1,4,1,5,2,0
GER-Bundesliga,2024-25,Hoffenheim,Kevin Akpoguma,NGA,DF,29,1995,24.7,54,27,36,12,6,30,46,65.2,16,65,37,28,29,83,115,1
GER-Bundesliga,2024-25,Hoffenheim,Leo Skiri Østigård,NOR,DF,24,1999,10.3,9,7,5,4,0,4,6,66.7,2,17,9,8,9,18,111,0
GER-Bundesliga,2024-25,Hoffenheim,Luca Philipp,GER,GK,23,2000,6.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
GER-Bundesliga,2024-25,Hoffenheim,Marius Bülter,GER,"FW,DF",31,1993,19.2,13,10,5,6,2,9,17,52.9,8,10,3,7,4,17,14,1
GER-Bundesliga,2024-25,Hoffenheim,Max Moerstedt,GER,FW,,,5.0,5,5,1,3,1,1,2,50.0,1,4,0,4,0,5,5,0
GER-Bundesliga,2024-25,Hoffenheim,Mergim Berisha,GER,"FW,MF",26,1998,3.7,3,3,1,2,0,0,3,0.0,3,2,1,1,0,3,3,0
GER-Bundesliga,2024-25,Hoffenheim,Oliver Baumann,GER,GK,34,1990,28.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,15,2
GER-Bundesliga,2024-25,Hoffenheim,Paul Hennrich,GER,MF,19,2005,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
GER-Bundesliga,2024-25,Hoffenheim,Pavel Kadeřábek,CZE,DF,32,1992,17.5,25,14,14,4,7,15,31,48.4,16,13,3,10,20,45,54,1
GER-Bundesliga,2024-25,Hoffenheim,Robin Hranáč,CZE,DF,24,2000,2.4,0,0,0,0,0,0,1,0.0,1,3,2,1,5,5,9,1
GER-Bundesliga,2024-25,Hoffenheim,Stanley N'Soki,FRA,DF,25,1999,14.5,22,16,13,7,2,12,23,52.2,11,22,7,15,26,48,58,3
GER-Bundesliga,2024-25,Hoffenheim,Tim Drexler,GER,DF,19,2005,4.0,17,7,11,6,0,9,12,75.0,3,6,4,2,1,18,9,1
GER-Bundesliga,2024-25,Hoffenheim,Tom Bischof,GER,"MF,FW",19,2005,28.4,95,53,36,45,14,40,77,51.9,37,66,11,55,30,125,53,1
GER-Bundesliga,2024-25,Hoffenheim,Umut Tohumcu,GER,"MF,FW",19,2004,4.2,9,5,3,5,1,5,7,71.4,2,5,0,5,3,12,6,0
GER-Bundesliga,2024-25,Hoffenheim,Valentin Gendrey,FRA,DF,24,2000,15.7,30,12,19,9,2,11,18,61.1,7,19,5,14,15,45,53,0
GER-Bundesliga,2024-25,Holstein Kiel,Alexander Bernhardsson,SWE,"FW,MF",25,1998,14.0,29,15,9,9,11,20,31,64.5,11,14,0,14,5,34,25,0
GER-Bundesliga,2024-25,Holstein Kiel,Andu Kelati,GER,"MF,DF",21,2002,3.2,7,4,2,4,1,2,5,40.0,3,4,1,3,3,10,3,0
GER-Bundesliga,2024-25,Holstein Kiel,Armin Gigovic,BIH,MF,22,2002,21.1,25,13,14,8,3,5,21,23.8,16,20,1,19,21,46,33,0
GER-Bundesliga,2024-25,Holstein Kiel,Benedikt Pichler,AUT,FW,27,1997,8.7,5,2,1,0,4,2,4,50.0,2,4,2,2,2,7,11,0
GER-Bundesliga,2024-25,Holstein Kiel,Carl Johansson,SWE,DF,30,1994,6.3,4,2,4,0,0,3,7,42.9,4,12,8,4,10,14,54,1
GER-Bundesliga,2024-25,Holstein Kiel,David Zec,SVN,DF,24,2000,17.1,23,10,17,6,0,13,20,65.0,7,32,18,14,17,40,93,3
GER-Bundesliga,2024-25,Holstein Kiel,Dominik Javorček,SVK,"DF,MF",21,2002,4.3,3,0,3,0,0,1,5,20.0,4,7,3,4,5,8,26,1
GER-Bundesliga,2024-25,Holstein Kiel,Finn Porath,GER,"DF,MF",27,1997,21.9,45,26,24,14,7,26,53,49.1,27,27,9,18,21,66,67,0
GER-Bundesliga,2024-25,Holstein Kiel,Ivan Nekić,CRO,DF,23,2000,0.8,1,1,1,0,0,1,2,50.0,1,1,0,1,3,4,2,0
GER-Bundesliga,2024-25,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",24,2000,7.9,13,10,5,2,6,4,13,30.8,9,6,0,6,3,16,8,1
GER-Bundesliga,2024-25,Holstein Kiel,John Tolkin,USA,"DF,MF",22,2002,8.2,18,11,11,7,0,12,14,85.7,2,10,2,8,8,26,54,0
GER-Bundesliga,2024-25,Holstein Kiel,Lasse Rosenboom,GER,DF,22,2002,19.3,47,35,25,16,6,32,47,68.1,15,28,9,19,19,66,71,3
GER-Bundesliga,2024-25,Holstein Kiel,Lewis Holtby,GER,MF,33,1990,13.8,34,20,19,10,5,12,28,42.9,16,14,2,12,21,55,26,3
GER-Bundesliga,2024-25,Holstein Kiel,Magnus Knudsen,NOR,MF,23,2001,20.6,48,29,21,21,6,25,44,56.8,19,18,4,14,12,60,44,0
GER-Bundesliga,2024-25,Holstein Kiel,Marco Komenda,CRO,DF,27,1996,14.5,26,17,12,13,1,11,15,73.3,4,23,11,12,6,32,68,0
GER-Bundesliga,2024-25,Holstein Kiel,Marko Ivezić,SRB,DF,22,2001,18.4,29,19,20,6,3,15,42,35.7,27,25,13,12,27,56,103,2
GER-Bundesliga,2024-25,Holstein Kiel,Marvin Schulz,GER,"MF,DF",29,1995,3.4,6,5,2,2,2,2,8,25.0,6,12,8,4,0,6,17,0
GER-Bundesliga,2024-25,Holstein Kiel,Max Geschwill,GER,DF,23,2001,14.2,26,21,13,12,1,14,19,73.7,5,14,9,5,30,56,53,1
GER-Bundesliga,2024-25,Holstein Kiel,Nicolai Remberg,GER,MF,24,2000,26.9,45,25,24,17,4,19,41,46.3,22,46,20,26,29,74,100,0
GER-Bundesliga,2024-25,Holstein Kiel,Patrick Erras,GER,DF,29,1995,9.2,8,5,6,2,0,2,9,22.2,7,13,11,2,9,17,64,0
GER-Bundesliga,2024-25,Holstein Kiel,Phil Harres,GER,FW,22,2002,17.2,10,10,3,4,3,4,8,50.0,4,17,3,14,5,15,20,0
GER-Bundesliga,2024-25,Holstein Kiel,Shuto Machino,JPN,"FW,MF",24,1999,21.7,8,5,4,3,1,6,16,37.5,10,12,3,9,7,15,28,1
GER-Bundesliga,2024-25,Holstein Kiel,Steven Skrzybski,GER,"MF,FW",31,1992,14.7,19,6,7,6,6,7,24,29.2,17,16,0,16,11,30,11,0
GER-Bundesliga,2024-25,Holstein Kiel,Thomas Dähne,GER,GK,30,1994,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2
GER-Bundesliga,2024-25,Holstein Kiel,Timo Becker,GER,DF,27,1997,27.2,53,33,39,9,5,34,46,73.9,12,30,17,13,17,70,110,1
GER-Bundesliga,2024-25,Holstein Kiel,Timon Weiner,GER,GK,25,1999,25.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,3
GER-Bundesliga,2024-25,Holstein Kiel,Tymoteusz Puchacz,POL,DF,25,1999,4.4,9,4,6,3,0,5,7,71.4,2,4,1,3,3,12,11,0
GER-Bundesliga,2024-25,Leverkusen,Aleix García,ESP,MF,27,1997,16.2,13,7,4,6,3,7,15,46.7,8,12,2,10,11,24,24,1
GER-Bundesliga,2024-25,Leverkusen,Amine Adli,MAR,"MF,FW",24,2000,8.5,15,9,4,2,9,4,11,36.4,7,11,0,11,0,15,4,0
GER-Bundesliga,2024-25,Leverkusen,Arthur,BRA,DF,21,2003,8.4,14,11,3,9,2,5,10,50.0,5,8,0,8,9,23,29,0
GER-Bundesliga,2024-25,Leverkusen,Edmond Tapsoba,BFA,DF,25,1999,27.9,39,24,19,16,4,22,39,56.4,17,21,14,7,24,63,89,3
GER-Bundesliga,2024-25,Leverkusen,Emi Buendía,ARG,MF,27,1996,2.9,6,5,1,4,1,5,8,62.5,3,6,0,6,0,6,0,0
GER-Bundesliga,2024-25,Leverkusen,Exequiel Palacios,ARG,MF,25,1998,12.8,22,15,8,10,4,10,18,55.6,8,14,1,13,13,35,15,1
GER-Bundesliga,2024-25,Leverkusen,Florian Wirtz,GER,"MF,FW",21,2003,26.1,32,20,10,12,10,9,22,40.9,13,32,3,29,10,42,6,1
GER-Bundesliga,2024-25,Leverkusen,Granit Xhaka,SUI,MF,31,1992,32.1,48,26,15,27,6,24,42,57.1,18,30,7,23,12,60,52,6
GER-Bundesliga,2024-25,Leverkusen,Jeanuël Belocian,FRA,"DF,MF",19,2005,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
GER-Bundesliga,2024-25,Leverkusen,Jeremie Frimpong,NED,"DF,MF",23,2000,25.7,33,25,14,12,7,16,29,55.2,13,25,0,25,8,41,22,1
GER-Bundesliga,2024-25,Leverkusen,Jonas Hofmann,GER,"MF,DF",32,1992,4.0,2,0,0,2,0,1,4,25.0,3,2,0,2,0,2,3,0
GER-Bundesliga,2024-25,Leverkusen,Jonathan Tah,GER,DF,28,1996,33.0,19,12,12,6,1,10,16,62.5,6,22,16,6,36,55,157,2
GER-Bundesliga,2024-25,Leverkusen,Lukáš Hrádecký,FIN,GK,34,1989,29.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2
GER-Bundesliga,2024-25,Leverkusen,Mario Hermoso,ESP,DF,29,1995,3.3,0,0,0,0,0,0,0,,0,3,1,2,9,9,15,1
GER-Bundesliga,2024-25,Leverkusen,Martin Terrier,FRA,"MF,FW",27,1997,6.5,4,2,1,0,3,1,4,25.0,3,3,0,3,1,5,1,0
GER-Bundesliga,2024-25,Leverkusen,Matej Kovar,CZE,GK,24,2000,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
GER-Bundesliga,2024-25,Leverkusen,Nathan Tella,NGA,"MF,FW",25,1999,15.1,16,11,4,7,5,5,13,38.5,8,15,1,14,4,20,10,0
GER-Bundesliga,2024-25,Leverkusen,Nordi Mukiele,FRA,DF,26,1997,10.0,20,16,8,8,4,12,18,66.7,6,10,0,10,16,36,37,2
GER-Bundesliga,2024-25,Leverkusen,Patrik Schick,CZE,FW,28,1996,18.7,6,5,1,3,2,1,5,20.0,4,9,1,8,4,10,17,1
GER-Bundesliga,2024-25,Leverkusen,Piero Hincapié,ECU,DF,22,2002,29.7,52,40,27,15,10,25,41,61.0,16,40,20,20,32,84,114,1
GER-Bundesliga,2024-25,Leverkusen,Robert Andrich,GER,"MF,DF",29,1994,17.8,24,12,8,14,2,7,14,50.0,7,16,8,8,29,53,23,0
GER-Bundesliga,2024-25,Leverkusen,Victor Boniface,NGA,FW,23,2000,11.2,5,4,0,3,2,3,4,75.0,1,1,0,1,0,5,5,0
GER-Bundesliga,2024-25,Leverkusen,Álex Grimaldo,ESP,DF,28,1995,29.3,24,14,13,7,4,16,42,38.1,26,22,3,19,16,40,43,3
GER-Bundesliga,2024-25,Mainz 05,Andreas Hanche-Olsen,NOR,DF,27,1997,14.3,21,13,12,8,1,9,12,75.0,3,25,18,7,12,33,85,2
GER-Bundesliga,2024-25,Mainz 05,Anthony Caci,FRA,DF,27,1997,29.8,60,40,23,25,12,28,44,63.6,16,33,8,25,27,87,47,2
GER-Bundesliga,2024-25,Mainz 05,Armindo Sieb,GER,"FW,MF",21,2003,8.5,10,4,4,5,1,3,10,30.0,7,4,0,4,1,11,7,0
